__PK,Language name,Language sub-family,AFFIX (Verb),AFFIX (Lg.),TONE (Verb),TONE (Lg.),STEM (Verb),STEM (Lg.),Citation form,English,Spanish,Transitivity
265,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ngoɁ³,flourish,florecer,intr
266,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,niɁ³,sprout,brotar,intr
267,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kángɁ¹²,fill,llenarse,intr
268,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hnio³,resuscitate,resucitar,intr
269,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,niuɁ³,hear,oír,intr
270,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chi²+dsí²,put,poner,dtr
271,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hanɁ¹² dsǿa¹²,rest,descansar,intr
272,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tsenɁ¹²,stop,parar,intr
273,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁéiɁ¹²,fit,caber,intr
274,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kánɁ¹²,return,regresar,intr
275,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,dsiágɁ¹²,arrive (there),llegar (allá),intr
276,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,há¹²,come,venir,intr
277,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁénɁ¹²,fit,caber,intr
278,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,ɁioɁ¹²,reach,alcanzar,intr
279,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,ɁóɁ¹²,tire,cansar,intr
280,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,dsiánɁ¹²,arrive home (there),llegar a casa allá,intr
281,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,dsiég¹²,arrive there,llegar allá,intr
282,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hénɁ¹²,feel,sentir,tr
283,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kionɁ¹²,disappear,desaparecer,intr
284,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tánɁ¹²,recover,recobrar,tr
285,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tánɁ¹²,tolerate,tolerar,tr
286,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chi²+dsén²,step on,pisar,tr
287,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hénɁ²,join,unir,tr
288,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hḗnɁ²,hand over,entregar,tr
289,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hliánɁ²,loosen,aflojar,dtr
290,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hmáɁ² (dsǿa¹²),encourage,alentar,tr
291,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hmáɁ² (ta³),use,utilizar,dtr
292,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kiáɁ²,choose,escoger,tr
293,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,u¹+lén²,get here,llegar acá,intr
294,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁónɁ²,submerge,sumergir,tr
295,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,ɁúgɁ²,shout,gritar,tr
296,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chionɁ¹²,hit,pegar,tr
297,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chi²+kián²,lean,recostar,tr
298,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chi²+ngió²,crash,chocar,tr
299,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chi²+ngiú²,brace,apuntalar,dtr
300,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chiógɁ² ( hmøi²),confirm,confirmar,dtr
301,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chión²,toast,tostar,tr
302,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chiúgɁ²,stop,parar,tr
303,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,dsiánɁ²,send home,enviar a casa,tr
304,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,dsúgɁ²,wrap up,envolver,dtr
305,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,gúg²,play,jugar con,tr
306,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,guiónɁ²,suck,chupar,tr
307,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,guión²,twist,torcer,tr
308,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,guiúg²,dig,excavar,tr
309,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,héɁ²,rinse,enjuagar,tr
310,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hénɁ²,offer,ofrecer,dtr
311,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hénɁ²,turn over,voltear,tr
312,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,hiúɁ²,hang up,tender,tr
313,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hiúgɁ²,collect,recoger,tr
314,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hiúg²,blow,soplar,tr
315,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hlán²,cover,cubrirse,tr
316,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hmḗɁ²,urinate,orinar,tr
317,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hnáɁ²,hit,pegar,tr
318,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hnḗɁ²,transport,transportar,tr
319,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hngióɁ²,move,mover,tr
320,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hnó²,slap,dar de palmadas,tr
321,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,kii²+túg²,hit,pegar,dtr
322,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kión²,kick,dar patadas,dtr
323,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kiúgɁ²,slash,machetear,tr
324,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kón²,pluck,desplumar,tr
325,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kúgɁ²,support,apoyar,dtr
326,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kúgɁ²,compete,competir,tr
327,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,kúgɁ²,mix,mezclar,tr
328,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ku²+guénɁ²,mix,mezclar,tr
329,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kuénɁ²,run away,huir,tr
330,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,lēɁ²,mimic,imitar,tr
331,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,liúg²,free,libertar,tr
332,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mḗɁ²,request return,pedir devolución,tr
333,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+ɁḗɁ²,dig,excavar,tr
334,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+Ɂliúg²,heal,sanar,dtr
335,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+dsíg²,warm up,calentar,tr
336,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+dsiúg²,warm up,calentar,dtr
337,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+hénɁ²,come out to meet,salir a encontrar,tr
338,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+hínɁ²,make something turn sour,hacer agriar,dtr
339,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+hlíɁ²,wet,mojar,tr
340,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+hmḗ²,dissolve,disolver,tr
341,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+hǿ²,empty,vaciar,tr
342,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+kánɁ²,fill,llenar,tr
343,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+kiíngɁ²,toast,tostar,tr
344,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+kiónɁ²,dry,secar,tr
345,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+tég²,whiten,blanquear,tr
346,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+ténɁ²,deprive,privar,dtr
347,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+tián² (dsǿa¹²),calm down,calmarse,tr
348,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ngē²,let something happen,dejar pasar,tr
349,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,rón²,raise,levantar,tr
350,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,sián²,spill,derramar,dtr
351,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,siúg²,"reduce, lower",bajar,tr
352,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,siúg²,brush,cepillar,tr
353,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ti²+dsǿ²,put on top,poner encima,tr
354,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,tión²,add,añadir,tr
355,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,tsénɁ²,untie,desatar,tr
356,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tsén²,rinse,enjuagar,tr
357,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tsón²,rub,frotar,dtr
358,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tsø²+nióɁ²,throw out,echar,dtr
359,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kágɁ¹²,close,cerrar,tr
360,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+Ɂan¹²,fast,ayunar,intr
361,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,mi²+Ɂan¹²,protect,proteger,tr
362,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+dsē¹²,finish,completar,tr
363,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+dsēn¹²,appreciate,apreciar,tr
364,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+dsian¹²,kill,matar,tr
365,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+dsøg¹²,confirm,afirmar,tr
366,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+gag¹²,lie,mentir,intr
367,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+gan¹²,cheat,engañar,tr
368,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+hnia¹²,appear,aparecer,intr
369,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+huanɁ¹²,honour,honrar,tr
370,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+kien¹²,import,importar,tr
371,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+kuen¹²,be disclosed,darse a conocer,tr
372,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+kuuɁ¹²,be disclosed,darse a conocer,tr
373,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁmiɁ¹²,close (eyes),cerrar los ojos,intr
374,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kø²+hinɁ¹²,sob,sollozar,intr
375,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+chian¹²,help with a birth,asistir un parto,tr
376,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+hog¹²,dress (salad),aliñar,tr
377,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+kán¹²,get embarrased,chiquearse,intr
378,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+kon¹²,"raise, rear",criar,tr
379,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+rø¹²,fix,arreglar,tr
380,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+tan¹²,learn,aprender,tr
381,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,nei¹²,make tortillas,hacer tortillas,intr
382,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,tsanɁ¹²,drag,arrastrar,tr
383,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+hngiáng¹,bless,bendecir,tr
384,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+hngió¹,bless,bendecir,tr
385,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+kionɁ¹,hide,esconder,tr
386,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+liág¹,start,empezar,tr
387,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+tsḗn¹,change,cambiar,tr
388,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chi²+hné¹,kneel,arrodillarse,intr
389,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+Ɂlí¹,wet,mojar,tr
390,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+dsiagɁ¹,warm up,calentar,tr
391,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+dsií¹,consume,consumir,tr
392,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+guionɁ¹,moan,gemir,intr
393,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+hlēnɁ¹,get wet,mojarse,intr
394,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+hní¹,make public,dar a conocer,tr
395,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+hniang¹ dsǿa¹²,be encouraged,animarse,tr
396,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+hniang¹ ni³,wake up,despertar,tr
397,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+hu¹,sting,picar,tr
398,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+kiín¹,dry,secar,tr
399,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+ngḗɁ¹,translate,traducir,dtr
400,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+níɁ¹,burst,reventar,tr
401,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+ti¹,comply,cumplir,tr
402,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ti²+dsiog¹,hug,abrazar,tr
403,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ti²+li¹,watch,mirar,intr
404,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,mi²+Ɂog¹³,help,ayudar,tr
405,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂan¹²,go through,atravesar,tr
406,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂan¹²,carry through,llevar a través de,dtr
407,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂéi¹²,pull,jalar,tr
408,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁenɁ¹²,give to drink,dar de tomar,dtr
409,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂiá¹²,pull,jalar,tr
410,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁlanɁ¹²,speak,hablar,tr
411,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂnia¹²,interrupt,interrumpir,tr
412,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂuan¹²,take out,sacar,tr
413,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂug¹²,turn on,encender,dtr
414,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂug¹²,"drive, thrust",hincar,tr
415,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁuǿɁ¹²,take out,sacar,tr
416,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,tai²,call,llamar,tr
417,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,dsēn¹²,support,apoyar,tr
418,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,guian¹²,mix,mezclar,tr
419,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,guiúnɁ¹²,mow down,arrollar,dtr
420,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hág¹²,hang up,tender,tr
421,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ha¹²,spread out,extender,tr
422,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hénɁ¹²,turn,dar vuelta,intr
423,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,hngia¹²,wait,esperar,tr
424,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hngióɁ¹²,move,moverse,intr
425,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,huen¹²,break,romper,tr
426,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kian¹²,load,cargar,dtr
427,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kiang¹²,slander,calumniar,tr
428,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kién¹²,shut up,callar,tr
429,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kienɁ¹²,dress,vestir,dtr
430,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kien¹²,leave behind,dejar atrás,tr
431,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kugɁ¹²,standardize,uniformar,tr
432,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ngē¹²,strain,colar,tr
433,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ngē¹²,pass,pasar,intr
434,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ngie¹²,wake up,despertar,tr
435,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,sianɁ¹²,grind,moler,tr
436,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tian¹²,spy on,espiar,tr
437,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tsog¹²,fork,bifurcarse,intr
438,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁiúɁ¹²,turn on,encender,tr
439,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁløaɁ¹²,speak,hablar,tr
440,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂméi¹²,mend,remendar,tr
441,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,Ɂnie¹²,break,quebrar,tr
442,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂuø¹²,take out,sacar,tr
443,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chiángɁ¹²,hit,pegar,tr
444,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chióɁ¹²,take out,sacar,tr
445,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chióg¹²,preserve,conservar,tr
446,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chiunɁ¹²,provoke,provocar,tr
447,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,dsióɁ¹²,distribute,repartir,tr
448,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,dsiog¹²,crack,rajar,tr
449,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,guen¹²,put to sleep,adormecer,tr
450,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,háng¹²,melt,fundir,tr
451,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,héinɁ¹²,return,devolver,tr
452,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,héinɁ¹²,turn on,encender,tr
453,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,héin¹²,turn over,voltear,tr
454,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hen¹²,spill,derramar,tr
455,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hínɁ¹²,offer,ofrecer,tr
456,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hiugɁ¹²,blink,participar,intr
457,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hmóɁ¹²,hurt,lastimar,tr
458,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hnaiɁ¹²,transport,acarrear,tr
459,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,hné¹²,prevent,impedir,tr
460,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hngiángɁ¹²,move,mover,tr
461,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,hngie¹²,stop,parar,intr
462,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hngieng¹²,sharpen,afilar,tr
463,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,huúɁ¹²,whistle,chiflar,tr
464,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,huu¹²,stow,estibar,tr
465,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,iaɁ¹²,feed,dar de comer,tr
466,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,bø²+lḗnɁ²,roll,rodar,intr
467,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kágɁ¹²,join,juntar,tr
468,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kian¹²,convert,convertir,tr
469,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kiéɁ¹²,separate,separar,tr
470,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kióɁ¹²,clean,limpiar,tr
471,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,lieɁ¹²,cut,cortar,tr
472,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,neɁ¹²,stretch,estirarse,intr
473,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ngái¹²,suffer,sufrir,tr
474,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ngai¹²,ask,preguntar,dtr
475,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ngiéɁ¹²,stretch,estirar,intr
476,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ngøɁ¹²,ask,preguntar,dtr
477,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,rǿnɁ¹²,clean,limpiar,tr
478,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,siág¹²,"reduce, lower",bajar,tr
479,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,tsen¹²,crack,rajar,tr
480,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chiag¹²,preserve,conservar,tr
481,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,køgɁ²,eat,comer,tr
482,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,dság¹²,go,ir,intr
483,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tei²,carry back,llevar de nuevo,tr
484,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,Ɂai¹²,hang,colgar,tr
485,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hénɁ²,hiccup,hipar,intr
486,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,gǿaɁ¹²,eat,comer,tr
